시도,시군구,기관유형,상위 보건기관명,보건기관명,주소,읍면동명,도서지역 여부,대표 전화번호
경상북도,청송군,보건진료소,청송군보건의료원,구천보건진료소,경상북도 청송군 부남면 안평길 7 구천보건진료소,부남면,아니오,054-870-7484
경상북도,청송군,보건진료소,청송군보건의료원,내룡보건진료소,경상북도 청송군 주왕산면 팔각산로 17 (내룡보건진료소) 내룡보건진료소,주왕산면,아니오,054-870-7482
경상북도,청송군,보건진료소,청송군보건의료원,성재보건진료소,경상북도 청송군 안덕면 성덕댐로 1359 (성재보건진료소) 성재보건진료소,안덕면,아니오,054-870-7485
경상북도,청송군,보건진료소,청송군보건의료원,신기보건진료소,경상북도 청송군 파천면 신기길 19 신기보건진료소,파천면,아니오,054-870-7491
경상북도,청송군,보건진료소,청송군보건의료원,월정보건진료소,경상북도 청송군 현서면 청송로 346-1 (월정보건진료소) 월정보건진료소,현서면,아니오,054-870-7486
경상북도,청송군,보건진료소,청송군보건의료원,지소보건진료소,경상북도 청송군 안덕면 백석탄로 487-9 지소보건진료소,안덕면,아니오,054-870-7488
경상북도,청송군,보건진료소,청송군보건의료원,신촌보건진료소,경상북도 청송군 진보면 신촌1길 4-1 (신촌보건진료소) 신촌보건진료소,진보면,아니오,054-870-7481
경상북도,영양군,보건소,영양군보건소,영양군보건소,"경상북도 영양군 영양읍 동서대로 82, 가동 (영양군 보건소)  ",영양읍,아니오,054-680-5112
경상북도,영양군,일반보건지소,영양군보건소,수비면보건지소,경상북도 영양군 수비면 한티로 479-5 (수비보건지소) ,수비면,아니오,054-680-5850
경상북도,영양군,일반보건지소,영양군보건소,석보면보건지소,경상북도 영양군 석보면 두들마을길 51 (석보면보건지소) ,석보면,아니오,054-680-5950
경상북도,영양군,일반보건지소,영양군보건소,일월면보건지소,경상북도 영양군 일월면 영양로 2401 (일월보건지소) ,일월면,아니오,054-680-5750
경상북도,영양군,일반보건지소,영양군보건소,입암면보건지소,"경상북도 영양군 입암면 조기리길 18, 입암보건지소 (입암면종합복지회관) ",입암면,아니오,054-680-5550
경상북도,영양군,일반보건지소,영양군보건소,청기면보건지소,경상북도 영양군 청기면 청기2길 2 (청기보건지소) ,청기면,아니오,054-680-5650
경상북도,영양군,보건진료소,영양군보건소,입암면대천보건진료소,경상북도 영양군 입암면 선바위로 437 (대천진료소) ,입암면,아니오,054-683-4972
경상북도,영양군,보건진료소,영양군보건소,무창보건진료소,경상북도 영양군 영양읍 내면길 3 (무창보건진료소) ,영양읍,아니오,054-683-0205
경상북도,영양군,보건진료소,영양군보건소,상청보건진료소,경상북도 영양군 청기면 청기로 553 (상청보건진료소) ,청기면,아니오,054-682-6725
경상북도,영양군,보건진료소,영양군보건소,송하보건진료소,경상북도 영양군 수비면 가천로 629 (송하보건진료소) ,수비면,아니오,054-682-0553
경상북도,영양군,보건진료소,영양군보건소,수하보건진료소,경상북도 영양군 수비면 낙동정맥로 3457 (수하보건진료소)  ,수비면,아니오,054-682-0445
경상북도,영양군,보건진료소,영양군보건소,당리보건진료소,경상북도 영양군 청기면 재일로 1377 (당리보건진료소) ,청기면,아니오,054-682-7186
경상북도,영양군,보건진료소,영양군보건소,화매보건진료소,경상북도 영양군 석보면 석보로 1189 (화매보건진료소) ,석보면,아니오,054-682-8852
경상북도,영양군,보건진료소,영양군보건소,용화보건진료소,경상북도 영양군 일월면 영양로 3773 (용화보건진료소) ,일월면,아니오,054-683-0705
경상북도,영덕군,보건소,영덕군보건소,영덕군보건소,경상북도 영덕군 영덕읍 군청길 53 (보건소) 영덕군보건소,영덕읍,아니오,054-730-4000
경상북도,영덕군,일반보건지소,영덕군보건소,남정면보건지소,경상북도 영덕군 남정면 진불4길 4 (남정보건지소) ,남정면,아니오,054-730-7391
경상북도,영덕군,일반보건지소,영덕군보건소,달산면보건지소,경상북도 영덕군 달산면 팔각산로 1857 (달산보건지소) ,달산면,아니오,054-730-7491
경상북도,영덕군,일반보건지소,영덕군보건소,병곡면보건지소,경상북도 영덕군 병곡면 병곡길 74 (병곡보건지소) ,병곡면,아니오,054-730-7891
경상북도,영덕군,일반보건지소,영덕군보건소,영덕군강구면보건지소,경상북도 영덕군 강구면 강구시장길 15 (강구보건지소) ,강구면,아니오,054-730-7291
경상북도,영덕군,일반보건지소,영덕군보건소,영해면보건지소,경상북도 영덕군 영해면 예주목은길 87 (영해보건지소) ,영해면,아니오,055-730-7791
경상북도,영덕군,일반보건지소,영덕군보건소,지품면보건지소,경상북도 영덕군 지품면 신안1길 3-4 (지품보건지소) ,지품면,아니오,054-730-7591
경상북도,영덕군,일반보건지소,영덕군보건소,창수면보건지소,경상북도 영덕군 창수면 신기길 8-7 (보건소) ,창수면,아니오,054-730-7991
경상북도,영덕군,일반보건지소,영덕군보건소,축산면보건지소,경상북도 영덕군 축산면 영덕대게로 2056 (축산보건지소) ,축산면,아니오,054-730-7691
경상북도,영덕군,보건진료소,영덕군보건소,오보보건진료소,경상북도 영덕군 영덕읍 매정길 359 (오보보건진료소) ,영덕읍,아니오,054-730-7032
경상북도,영덕군,보건진료소,영덕군보건소,상원보건진료소,경상북도 영덕군 축산면 영축로 969 (상원보건소) ,축산면,아니오,054-730-7038
경상북도,영덕군,보건진료소,영덕군보건소,도천보건진료소,경상북도 영덕군 남정면 도천1길 17 (도천리 보건지료소) 도천보건진료소,남정면,아니오,054-730-7034
경상북도,영덕군,보건진료소,영덕군보건소,사진보건진료소,경상북도 영덕군 영해면 괴시사진길 327-26 (사진리보건소) ,영해면,아니오,054-730-7039
경상북도,영덕군,보건진료소,영덕군보건소,금곡보건진료소,경상북도 영덕군 병곡면 거무실길 9 (금곡보건지료소) 금곡보건진료소,병곡면,아니오,054-730-7041
경상북도,영덕군,보건진료소,영덕군보건소,신리보건진료소,경상북도 영덕군 창수면 영양창수로 2307 (신리보건진료소) ,창수면,아니오,054-730-7042
경상북도,영덕군,보건진료소,영덕군보건소,오촌보건진료소,경상북도 영덕군 창수면 오서로 951 (오촌리보건진료소) ,창수면,아니오,054-730-7043
경상북도,영덕군,보건진료소,영덕군보건소,옥산보건진료소,경상북도 영덕군 달산면 팔각산로 1143 ,달산면,아니오,054-730-7036
경상북도,영덕군,보건진료소,영덕군보건소,용전보건진료소,경상북도 영덕군 달산면 용전길 6 ,달산면,아니오,054-730-7035
경상북도,영덕군,보건진료소,영덕군보건소,원전보건진료소,경상북도 영덕군 지품면 경동로 5984 (원전보건진료소) ,지품면,아니오,054-730-7037
경상북도,영덕군,보건진료소,영덕군보건소,원직보건진료소,"경상북도 영덕군 강구면 직천2길 37, 가동 (원직보건소) ",강구면,아니오,054-730-7033
경상북도,영덕군,보건진료소,영덕군보건소,원황보건진료소,경상북도 영덕군 병곡면 원황길 79 (원황보건소) ,병곡면,아니오,054-730-7040
경상북도,영덕군,보건진료소,영덕군보건소,창포보건진료소,경상북도 영덕군 영덕읍 영덕대게로 767-6 (창포보건진료소) ,영덕읍,아니오,054-730-7031
경상북도,청도군,보건소,청도군보건소,청도군보건소,경상북도 청도군 화양읍 청화로 79-11 청도군보건소,화양읍,아니오,054-370-6470
경상북도,청도군,일반보건지소,청도군보건소,각북면보건지소,"경상북도 청도군 각북면 헐티로 801, 각북보건지소 (각북면사무소,각북보건지소) ",각북면,아니오,054-370-6580
경상북도,청도군,일반보건지소,청도군보건소,금천면보건지소,"경상북도 청도군 금천면 선암로 575 (금천면사무소,보건지소) ",금천면,아니오,054-370-6468
경상북도,청도군,일반보건지소,청도군보건소,매전면보건지소,경상북도 청도군 매전면 청려로 3679 (매전보건지소) ,매전면,아니오,054-370-6596
경상북도,청도군,일반보건지소,청도군보건소,운문면보건지소,"경상북도 청도군 운문면 대천2길 13, 운문면보건지소 (운문면 보건지소,복지회관) ",운문면,아니오,054-370-6467
경상북도,청도군,일반보건지소,청도군보건소,이서면보건지소,경상북도 청도군 이서면 학산길 17-7 (이서보건지소) ,이서면,아니오,054-370-6466
경상북도,청도군,일반보건지소,청도군보건소,각남면보건지소,경상북도 청도군 각남면 예리2길 11 (보건지소) ,각남면,아니오,054-370-6463
경상북도,청도군,일반보건지소,청도군보건소,풍각면보건지소,경상북도 청도군 풍각면 송서로 81 (풍각보건지소) ,풍각면,아니오,054-370-6577
경상북도,청도군,일반보건지소,청도군보건소,화양읍보건지소,경상북도 청도군 화양읍 도주관로 206 (화양보건지소) ,화양읍,아니오,054-370-6462
경상북도,청도군,보건진료소,청도군보건소,금곡보건진료소,경상북도 청도군 풍각면 금동길 39 (금곡보건진료소) 금곡보건진료소,풍각면,아니오,054-370-2293
경상북도,청도군,보건진료소,청도군보건소,덕촌보건진료소,경상북도 청도군 각북면 덕촌3길 12 덕촌보건진료소,각북면,아니오,054-370-2294
경상북도,청도군,보건진료소,청도군보건소,박곡보건진료소,경상북도 청도군 금천면 박곡1길 5 (박곡보건진료소) 박곡보건진료소,금천면,아니오,054-370-2297
경상북도,청도군,보건진료소,청도군보건소,삼신보건진료소,경상북도 청도군 화양읍 다로1길 18 (삼신보건진료소) 삼신보건진료소,화양읍,아니오,054-370-2291
경상북도,청도군,보건진료소,청도군보건소,양원보건진료소,경상북도 청도군 이서면 양원길 61-4 (양원보건진료소) 양원보건진료소,이서면,아니오,054-370-2295
경상북도,청도군,보건진료소,청도군보건소,옥산보건진료소,경상북도 청도군 각남면 녹명1길 43 (옥산진료소) 옥산보건진료소,각남면,아니오,054-370-2292
경상북도,청도군,보건진료소,청도군보건소,유호보건진료소,경상북도 청도군 청도읍 유천길 33 유호보건진료소,청도읍,아니오,054-370-2290
경상북도,청도군,보건진료소,청도군보건소,지전보건진료소,경상북도 청도군 매전면 지전길 3-18 (지전보건진료소) 지전보건진료소,매전면,아니오,054-370-2298
경상북도,청도군,보건진료소,청도군보건소,관하보건진료소,경상북도 청도군 매전면 원정자길 15 관하보건진료소,매전면,아니오,054-370-2299
경상북도,청도군,보건진료소,청도군보건소,봉하보건진료소,경상북도 청도군 운문면 구룡로 1358 (봉하보건진료소) 봉하보건진료소,운문면,아니오,054-370-2296
경상북도,고령군,보건소,고령군보건소,고령군보건소,경상북도 고령군 대가야읍 왕릉로 56-5 (고령군보건소) 고령군보건소,대가야읍,아니오,054-954-1300
경상북도,고령군,일반보건지소,고령군보건소,개진면보건지소,경상북도 고령군 개진면 개경포로 589-8 (개진면보건지소) 개진면보건지소,개진면,아니오,054-954-8419
경상북도,고령군,일반보건지소,고령군보건소,다산면보건지소,경상북도 고령군 다산면 다산로 681 (다산행정복합타운) 다산면보건지소,다산면,아니오,054-955-6010
경상북도,고령군,일반보건지소,고령군보건소,덕곡면보건지소,경상북도 고령군 덕곡면 예동길 3 덕곡면보건지소,덕곡면,아니오,054-955-2270
경상북도,고령군,일반보건지소,고령군보건소,성산면보건지소,경상북도 고령군 성산면 성산로 895 (성산면보건소) 성산면보건지소,성산면,아니오,054-954-4280
경상북도,고령군,일반보건지소,고령군보건소,쌍림면보건지소,경상북도 고령군 쌍림면 대가야로 613 (쌍림면사무소) 쌍림면보건지소,쌍림면,아니오,054-955-0280
경상북도,고령군,일반보건지소,고령군보건소,우곡면보건지소,경상북도 고령군 우곡면 우곡로 928 (우곡보건지소) 우곡면보건지소,우곡면,아니오,054-954-7382
경상북도,고령군,일반보건지소,고령군보건소,운수면보건지소,경상북도 고령군 운수면 운용로 104 (운수보건소) 운수면보건지소,운수면,아니오,054-955-5471
경상북도,고령군,보건진료소,고령군보건소,내곡보건진료소,경상북도 고령군 대가야읍 일량본길 137 (고령군농업기술센터) 내곡보건진료소,대가야읍,아니오,054-955-2396
경상북도,고령군,보건진료소,고령군보건소,노곡보건진료소,경상북도 고령군 다산면 노곡1길 52 (노곡리보건진료소) 노곡보건진료소,다산면,아니오,054-955-6831
경상북도,고령군,보건진료소,고령군보건소,벌지보건진료소,경상북도 고령군 다산면 동암2길 4-8 (벌지리보건진료소) 벌지보건진료소,다산면,아니오,054-955-6832
경상북도,고령군,보건진료소,고령군보건소,봉산보건진료소,경상북도 고령군 우곡면 봉산1길 55 (봉산보건진료소) 봉산보건진료소,우곡면,아니오,054-955-4861
경상북도,고령군,보건진료소,고령군보건소,신촌보건진료소,경상북도 고령군 쌍림면 신촌길 70 (쌍림면신촌리보건진료소) 신촌보건진료소,쌍림면,아니오,054-955-2928
경상북도,고령군,보건진료소,고령군보건소,옥산보건진료소,경상북도 고령군 개진면 개경포로 967 (옥산리보건진료소) 옥산보건진료소,개진면,아니오,054-954-8082
경상북도,고령군,보건진료소,고령군보건소,용소보건진료소,경상북도 고령군 성산면 원당길 6 (보건진료소성산면용소리) 용소보건진료소,성산면,아니오,054-955-3085
경상북도,고령군,보건진료소,고령군보건소,월막보건진료소,경상북도 고령군 쌍림면 미숭로 209 (월막리보건소) 월막보건진료소,쌍림면,아니오,054-954-1643
경상북도,고령군,보건진료소,고령군보건소,저전보건진료소,경상북도 고령군 대가야읍 저전1길 34 (저전리 보건 진료소) 저전보건진료소,대가야읍,아니오,054-954-0979
경상북도,고령군,보건진료소,고령군보건소,진촌보건진료소,경상북도 고령군 개진면 개경포로 1386 (개진면진촌보건진료소) 진촌보건진료소,개진면,아니오,054-954-8291
경상북도,성주군,보건소,성주군보건소,성주군보건소,"경상북도 성주군 성주읍 성밖숲길 12 (성주군보건소,건강증진센터) 성주군보건소",성주읍,아니오,054-933-2400
경상북도,성주군,일반보건지소,성주군보건소,금수면보건지소,경상북도 성주군 금수면 성주로 1902 (성주군보건소금수지소) 금수보건지소,금수면,아니오,054-932-5185
경상북도,성주군,일반보건지소,성주군보건소,대가면보건지소,경상북도 성주군 대가면 참별로 2258 (대가면보건지소) 대가보건지소,대가면,아니오,054-932-6185
경상북도,성주군,일반보건지소,성주군보건소,벽진면보건지소,경상북도 성주군 벽진면 수촌1길 7 (벽진면보건지소) 벽진보건지소,벽진면,아니오,054-932-7185
경상북도,성주군,일반보건지소,성주군보건소,선남면보건지소,경상북도 성주군 선남면 관화길 66 (선남보건지소) 선남보건지소,선남면,아니오,054-932-1185
경상북도,성주군,일반보건지소,성주군보건소,가천면보건지소,"경상북도 성주군 가천면 가천로 33 (가천보건지소, 노인전문간호센터) 가천보건지소",가천면,아니오,054-932-4185
경상북도,성주군,일반보건지소,성주군보건소,월항면보건지소,경상북도 성주군 월항면 선월로 474 (월항면보건지소) 월항보건지소,월항면,아니오,054-932-9185
경상북도,성주군,일반보건지소,성주군보건소,수륜면보건지소,경상북도 성주군 수륜면 신파1길 9-4 (수륜면보건지소) 수륜보건지소,수륜면,아니오,054-932-3185
경상북도,성주군,일반보건지소,성주군보건소,용암면보건지소,경상북도 성주군 용암면 상성로 14 (용암면보건지소) 용암보건지소,용암면,아니오,054-932-2185
경상북도,성주군,일반보건지소,성주군보건소,초전면보건지소,경상북도 성주군 초전면 대고로 48 (성주군 보건소 초전지소) 초전보건지소,초전면,아니오,054-932-8185
경상북도,성주군,보건진료소,성주군보건소,마월보건진료소,경상북도 성주군 용암면 마월1길 20 (마월보건진료소) 마월보건진료소,용암면,아니오,054-931-0290
경상북도,성주군,보건진료소,성주군보건소,명포보건진료소,경상북도 성주군 선남면 본성로 499 (명포보건진료소) 명포보건진료소,선남면,아니오,054-931-0262
경상북도,성주군,보건진료소,성주군보건소,무학보건진료소,경상북도 성주군 금수면 무학3길 24 (무학보건진료소) 무학보건진료소,금수면,아니오,054-932-5336
경상북도,성주군,보건진료소,성주군보건소,문방보건진료소,경상북도 성주군 선남면 문방3길 23-5 (문방보건진료소) 문방보건진료소,선남면,아니오,054-932-1286
경상북도,성주군,보건진료소,성주군보건소,봉학보건진료소,경상북도 성주군 벽진면 봉학1길 9-5 (봉학보건진료소) 봉학보건진료소,벽진면,아니오,054-932-7962
경상북도,성주군,보건진료소,성주군보건소,남은보건진료소,경상북도 성주군 수륜면 남작로 106 남은보건진료소,수륜면,아니오,054-932-3710
경상북도,성주군,보건진료소,성주군보건소,도흥보건진료소,경상북도 성주군 선남면 선노로 276-10 (도흥보건진료소) 도흥보건진료소,선남면,아니오,054-932-0762
경상북도,성주군,보건진료소,성주군보건소,소성보건진료소,경상북도 성주군 초전면 소성길 156 (소성보건진료소) 소성보건진료소,초전면,아니오,054-932-6986
경상북도,성주군,보건진료소,성주군보건소,용성보건진료소,경상북도 성주군 초전면 용성길 52-8 용성보건진료소,초전면,아니오,054-932-8015
경상북도,성주군,보건진료소,성주군보건소,용흥보건진료소,경상북도 성주군 대가면 용흥3길 2 (용흥보건진료소) 용흥보건진료소,대가면,아니오,054-932-6614
경상북도,성주군,보건진료소,성주군보건소,장산보건진료소,경상북도 성주군 월항면 세종대왕자태실로 63 (장산보건진료소) 장산보건진료소,월항면,아니오,054-933-8928
경상북도,칠곡군,보건소,칠곡군보건소,칠곡군보건소,경상북도 칠곡군 왜관읍 관문로1길 30 (칠곡군보건소) 칠곡군보건소,왜관읍,아니오,054-973-4000
경상북도,칠곡군,일반보건지소,칠곡군보건소,기산면보건지소,경상북도 칠곡군 기산면 주산로 1213 (기산면사무소) 기산면보건지소,기산면,아니오,054-979-5586
경상북도,칠곡군,일반보건지소,칠곡군보건소,동명면보건지소,경상북도 칠곡군 동명면 동명팔거천2길 11 (동명보건지소) 동명보건지소,동명면,아니오,054-979-5566
경상북도,칠곡군,일반보건지소,칠곡군보건소,북삼읍보건지소 ,경상북도 칠곡군 북삼읍 인평1길 14 (북삼읍보건지소) 북삼읍 보건지소,북삼읍,아니오,054-979-5551
경상북도,칠곡군,일반보건지소,칠곡군보건소,석적읍보건지소,경상북도 칠곡군 석적읍 남중리1길 62 (석적읍보건지소) 석적읍보건지소,석적읍,아니오,054-979-5557
경상북도,칠곡군,일반보건지소,칠곡군보건소,약목면보건지소,경상북도 칠곡군 약목면 복성1길 9 (약목면보건지소) 약목면보건지소,약목면,아니오,054-979-5581
경상북도,칠곡군,일반보건지소,칠곡군보건소,지천면보건지소,경상북도 칠곡군 지천면 신동로8길 12 지천면보건지소,지천면,아니오,054-979-5564
경상북도,칠곡군,일반보건지소,칠곡군보건소,가산면보건지소,경상북도 칠곡군 가산면 경북대로 1552 가산면보건지소,가산면,예,054-979-5573
경상북도,칠곡군,보건진료소,칠곡군보건소,달서보건진료소,경상북도 칠곡군 지천면 지천로 620 달서보건진료소,지천면,아니오,054-972-2443
경상북도,칠곡군,보건진료소,칠곡군보건소,동부보건진료소,경상북도 칠곡군 동명면 기성4길 14 (동부보건진료소) 동부보건진료소,동명면,아니오,054-975-6594
경상북도,칠곡군,보건진료소,칠곡군보건소,망정보건진료소,경상북도 칠곡군 석적읍 호국로 685 (망정보건진료소) 망정보건진료소,석적읍,아니오,054-975-1650
경상북도,칠곡군,보건진료소,칠곡군보건소,보손보건진료소,경상북도 칠곡군 북삼읍 보손3길 2 (보건진료소) 보손보건진료소,북삼읍,아니오,054-972-3503
경상북도,칠곡군,보건진료소,칠곡군보건소,봉산보건진료소,경상북도 칠곡군 기산면 지산로 469 (기산면봉산보건진료실) 봉산보건진료소,기산면,아니오,054-971-5025
경상북도,칠곡군,보건진료소,칠곡군보건소,금호보건진료소,경상북도 칠곡군 지천면 금호로 149 (금호보건진료소) 금호보건진료소,지천면,아니오,054-973-8011
경상북도,칠곡군,보건진료소,칠곡군보건소,용수보건진료소,경상북도 칠곡군 가산면 용매로 414-19 (용수보건소) 용수보건진료소,가산면,아니오,054-971-8735
경상북도,칠곡군,보건진료소,칠곡군보건소,다부보건진료소,경상북도 칠곡군 가산면 호국로 1495 (다부보건진료소) 다부보건진료소,가산면,아니오,054-972-6397
경상북도,칠곡군,보건진료소,칠곡군보건소,학하보건진료소,경상북도 칠곡군 가산면 학하6길 7 (학하보건진료소) 학하보건진료소,가산면,아니오,054-971-7052
경상북도,칠곡군,보건진료소,칠곡군보건소,포남보건진료소,경상북도 칠곡군 석적읍 석적로 676 (포남보건진료소) 포남보건진료소,석적읍,아니오,054-975-9240
경상북도,예천군,보건소,예천군보건소,예천군보건소,"경상북도 예천군 예천읍 군청길 33, 보건소 (예천군보건소) .",예천읍,아니오,054-650-8012
경상북도,예천군,일반보건지소,예천군보건소,개포면보건지소,경상북도 예천군 개포면 용개로 1015 (개포면보건지소) 개포면보건지소,개포면,아니오,054-650-6650
경상북도,예천군,일반보건지소,예천군보건소,보문면보건지소,"경상북도 예천군 보문면 미호길 110, 보문보건지소 (보문보건지소) 보문보건지소",보문면,아니오,054-650-6646
경상북도,예천군,통합보건지소,예천군보건소,효자면ㆍ은풍면통합보건지소 ,"경상북도 예천군 은풍면 은풍로 100-7, 보건지소 (효자·은풍면통합보건지소) 효자면 은풍면 통합보건지소",은풍면,아니오,054-650-6642
경상북도,예천군,일반보건지소,예천군보건소,감천면보건지소,경상북도 예천군 감천면 포리2길 26 (감천면보건지소) 감천면보건지소,감천면,아니오,054-650-6645
경상북도,예천군,일반보건지소,예천군보건소,용궁면보건지소,경상북도 예천군 용궁면 용개로 12 (용궁면보건지소) 용궁면보건지소,용궁면,아니오,054-650-6649
경상북도,예천군,일반보건지소,예천군보건소,용문면보건지소,경상북도 예천군 용문면 용문경천로 1209-7 (용문보건지소) 용문보건지소,용문면,아니오,054-650-6642
경상북도,예천군,일반보건지소,예천군보건소,유천면보건지소,경상북도 예천군 유천면 예성로 685 (유천보건지소) 유천보건지소,유천면,아니오,054-650-6648
경상북도,예천군,일반보건지소,예천군보건소,지보면보건지소,경상북도 예천군 지보면 소화1길 20-7 (지보면보건지소) 지보보건지소,지보면,아니오,054-650-6651
경상북도,예천군,일반보건지소,예천군보건소,풍양면보건지소,경상북도 예천군 풍양면 낙상2길 26-9 (풍양보건소) 풍양보건지소,풍양면,아니오,054-650-6652
경상북도,예천군,일반보건지소,예천군보건소,호명면보건지소,경상북도 예천군 호명면 오천길 23 (호명보건지소) 호명보건지소,호명면,아니오,054-650-6647
경상북도,예천군,보건진료소,예천군보건소,대은보건진료소,"경상북도 예천군 용궁면 대은길 18, 대은보건진료소 (대은보건진료소) 대은보건진료소",용궁면,아니오,054-650-8951
경상북도,예천군,보건진료소,예천군보건소,대제보건진료소,경상북도 예천군 용문면 반서울로 376 (대제 보건진료소) 대제보건진료소,용문면,아니오,054-650-8942
경상북도,예천군,보건진료소,예천군보건소,덕계보건진료소,경상북도 예천군 용궁면 덕계1길 71 (덕계보건진료소) 덕계보건진료소,용궁면,아니오,054-650-8950
경상북도,예천군,보건진료소,예천군보건소,독양보건진료소,경상북도 예천군 보문면 옥계천로 464 (독양보건진료소) 독양보건진료소,보문면,아니오,054-650-8947
경상북도,예천군,보건진료소,예천군보건소,부초보건진료소,경상북도 예천군 은풍면 부용봉길 99-10 (부초보건진료소) 부초보건진료소,은풍면,아니오,054-650-8944
경상북도,예천군,보건진료소,예천군보건소,상월보건진료소,경상북도 예천군 지보면 상월길 135-11 (상월보건진료소) 상월보건진료소,지보면,아니오,054-650-8953
경상북도,예천군,보건진료소,예천군보건소,석묘보건진료소,경상북도 예천군 효자면 석묘리길 4 (석묘보건진료소) 석묘보건진료소,효자면,아니오,054-650-8943
경상북도,예천군,보건진료소,예천군보건소,송곡보건진료소,경상북도 예천군 호명면 호명로 305 (송곡보건진료소) 송곡보건진료소,호명면,아니오,054-650-8948
경상북도,예천군,보건진료소,예천군보건소,수계보건진료소,경상북도 예천군 보문면 수양길 8 (수계보건진료소) 수계보건진료소,보문면,아니오,054-650-8946
경상북도,예천군,보건진료소,예천군보건소,경진보건진료소,경상북도 예천군 개포면 용개로 1486-14 (경진보건진료소) .,개포면,아니오,054-650-8952
경상북도,예천군,보건진료소,예천군보건소,천향보건진료소,경상북도 예천군 감천면 석송로 321-5 (천향리보건진료소) .,감천면,아니오,054-650-8945
경상북도,예천군,보건진료소,예천군보건소,우망보건진료소,경상북도 예천군 풍양면 청곡길 40 (우망보건진료소) 우망보건진료소,풍양면,아니오,054-650-8955
경상북도,예천군,보건진료소,예천군보건소,원류보건진료소,경상북도 예천군 용문면 용문경천로 874-4 원류보건진료소,용문면,아니오,054-650-8941
경상북도,예천군,보건진료소,예천군보건소,중평보건진료소,경상북도 예천군 유천면 중평길 99 (중평보건진료소) 중평보건진료소,유천면,아니오,054-650-8949
경상북도,예천군,보건진료소,예천군보건소,지보보건진료소,"경상북도 예천군 지보면 지보리길 183, 가동 (지보리보건진료소) 지보보건진료소",지보면,아니오,054-650-8954
경상북도,예천군,보건진료소,예천군보건소,청운보건진료소,경상북도 예천군 풍양면 청운1리길 42 (청운보건진료소) 청운보건진료소,풍양면,아니오,054-650-8956
경상북도,봉화군,보건소,봉화군보건소,봉화군보건소,경상북도 봉화군 봉화읍 봉화로 1203 봉화군보건소,봉화읍,아니오,054-673-4000
경상북도,봉화군,일반보건지소,봉화군보건소,법전면보건지소,경상북도 봉화군 법전면 법전로 107 (법전면보건지소) 법전면보건지소,법전면,아니오,054-679-5373
경상북도,봉화군,일반보건지소,봉화군보건소,봉성면보건지소,경상북도 봉화군 봉성면 옥마로 11 (봉성면보건지소) 봉성면보건지소,봉성면,아니오,054-679-5273
경상북도,봉화군,일반보건지소,봉화군보건소,명호면보건지소,경상북도 봉화군 명호면 청량로 1157 (명호면보건지소) 명호면보건지소,명호면,아니오,054-679-5873
경상북도,봉화군,일반보건지소,봉화군보건소,물야면보건지소,경상북도 봉화군 물야면 문수로 1025-28 (물야면보건지소) 물야면보건지소,물야면,아니오,054-679-5172
경상북도,봉화군,일반보건지소,봉화군보건소,상운면보건지소,경상북도 봉화군 상운면 예봉로 1302 (상운면보건지소) 상운면보건지소,상운면,아니오,054-679-5973
경상북도,봉화군,일반보건지소,봉화군보건소,석포면보건지소,경상북도 봉화군 석포면 석포로5길 9 석포면보건지소,석포면,아니오,054-679-5675
경상북도,봉화군,일반보건지소,봉화군보건소,소천면보건지소,경상북도 봉화군 소천면 소천로 1287 (소천면보건지소) 소천면보건지소,소천면,아니오,054-679-5573
경상북도,봉화군,일반보건지소,봉화군보건소,재산면보건지소,경상북도 봉화군 재산면 재산로 487-9 (재산면보건지소) 재산면보건지소,재산면,아니오,054-679-5774
경상북도,봉화군,일반보건지소,봉화군보건소,춘양면보건지소,경상북도 봉화군 춘양면 춘양로 153 (춘양면보건지소) 춘양면보건지소,춘양면,아니오,054-679-5474
경상북도,봉화군,보건진료소,봉화군보건소,두문보건진료소,경상북도 봉화군 물야면 두문로 685 (두문보건진료소) 두문보건진료소,물야면,아니오,054-672-1666
경상북도,봉화군,보건진료소,봉화군보건소,문촌보건진료소,경상북도 봉화군 상운면 기촌길 10-3 (문촌보건진료소) 문촌보건진료소,상운면,아니오,054-672-5148
경상북도,봉화군,보건진료소,봉화군보건소,동면보건진료소,경상북도 봉화군 재산면 두들마길 42-8 (동면보건진료소) 동면보건진료소,재산면,아니오,054-672-8378
경상북도,봉화군,보건진료소,봉화군보건소,분천보건진료소,경상북도 봉화군 소천면 분천2길 8-11 분천보건진료소,소천면,아니오,054-672-7937
경상북도,봉화군,보건진료소,봉화군보건소,삼동보건진료소,경상북도 봉화군 명호면 황새마을길 6 삼동보건진료소,명호면,아니오,054-672-1097
경상북도,봉화군,보건진료소,봉화군보건소,서벽보건진료소,경상북도 봉화군 춘양면 춘양로 1536 (서벽보건진료소) 서벽보건진료소,춘양면,아니오,054-672-4105
경상북도,봉화군,보건진료소,봉화군보건소,임기보건진료소,경상북도 봉화군 소천면 숲터길 30 (임기보건진료소) .,소천면,아니오,054-672-7216
경상북도,울진군,보건소,울진군보건소,울진군보건소,"경상북도 울진군 울진읍 읍내8길 61-8, 울진군 보건소 (울진군보건소) 울진군보건소",울진읍,아니오,054-789-5000
경상북도,울진군,일반보건지소,울진군보건소,금강송면보건지소,경상북도 울진군 금강송면 불영계곡로 1691 (금강송면보건지소) 금강송보건지소,금강송면,아니오,054-789-5130
